PatientID	aDC	Adipocytes	Astrocytes	B_cells	Basophils	CD4_memory_T_cells	CD4_naive_T_cells	CD4_T_cells	CD4_Tcm	CD4_Tem	CD8_naive_T_cells	CD8_T_cells	CD8_Tcm	CD8_Tem	cDC	Chondrocytes	Class_switched_memory_B_cells	CLP	CMP	DC	Endothelial_cells	Eosinophils	Epithelial_cells	Erythrocytes	Fibroblasts	GMP	Hepatocytes	HSC	iDC	Keratinocytes	ly_Endothelial_cells	Macrophages	Macrophages_M1	Macrophages_M2	Mast_cells	Megakaryocytes	Melanocytes	Memory_B_cells	MEP	Mesangial_cells	Monocytes	MPP	MSC	mv_Endothelial_cells	Myocytes	naive_B_cells	Neurons	Neutrophils	NK_cells	NKT	Osteoblast	pDC	Pericytes	Plasma_cells	Platelets	Preadipocytes	pro_B_cells	Sebocytes	Skeletal_muscle	Smooth_muscle	Tgd_cells	Th1_cells	Th2_cells	Tregs	ImmuneScore	StromaScore	MicroenvironmentScore
GSM3612374	0	0.003868988	0	0	0.027833963	0	0	1.11E-18	0.001767674	0.024138006	6.07E-20	0	2.62E-18	0	0.014162476	0.005354487	0	0.046575201	0.005836637	1.11E-21	0.037435006	1.80E-18	0.072483516	0.000117943	0.127490764	0.003554813	0	0.186884591	0.044129515	0.007056745	0.015197634	0	0.001255546	0	0.00106891	0.012761554	0.002238924	0	0	0.001457618	0	0	0.017115098	0.018345744	0.01334282	0	0.001227939	2.94E-19	0	0.005254155	0	4.00E-18	0	0.006435338	0	0.025259079	1.83E-18	7.30E-19	0.002491063	0.113589674	0.000304351	0	0.006017831	3.32E-19	0.000712606	0.084397379	0.085109985
GSM3612375	0	0.026962478	8.37E-18	4.16E-18	0.008694634	0	0	0	0	0.027135115	0	0	0	0	0.108921001	0.007925789	4.55E-19	0.049271011	0.003257389	0.002380327	0.0494711	0	0.088471218	8.04E-21	0.150988842	0.019413305	0	0.244784069	0.098757217	0.013943229	0.021801613	0	0.004376562	0	0.002957254	0.006294168	0.002088086	0	0.025822815	0.00713471	1.35E-17	2.29E-18	0.023786654	0.026720526	0.006257391	0	0.001031793	0	0	0.004547037	0	0.000767645	0	0.007425833	2.41E-18	0.033625815	0	4.19E-19	0.000707375	0.129234028	3.74E-19	0	0	0	0.003558387	0.11371121	0.117269597
GSM3612376	3.68E-18	0.008296153	0	1.50E-18	0.02405518	0	3.70E-18	0	0	0.012901802	0.005222112	3.23E-18	0	2.31E-18	8.24E-20	0.03808166	0.007412826	0.044485466	0.001332193	2.98E-19	0.011988469	2.58E-19	0.064684508	7.56E-20	0.125060113	0	0	0.140831098	0.009923505	0.003703028	0.003508802	1.93E-18	3.30E-20	3.83E-19	0.003347122	0	0.001814278	5.69E-18	0.013189025	3.13E-19	2.05E-18	0	0.075949044	0.001193132	0.00960729	0	0.00096941	0	0	3.10E-19	0.014408043	1.19E-19	0	0.014522153	0	0	1.40E-17	0	0	0.217121946	0	0.003000043	0.017673828	0.00347652	0.002231415	0.072672368	0.074903783
GSM3612377	0	0.073957496	2.72E-19	0.145454051	0	1.57E-18	6.88E-18	5.91E-18	0	0	0.000242944	7.65E-18	0	1.50E-18	0.063350992	0.042832864	0.062139883	0.013294301	0.003545825	0.005904923	0.074346106	7.67E-19	0.049928689	4.93E-21	0.288347127	0.005924863	0.000723879	0.308039455	0.127697159	0.003827486	0.034577455	0	0.004459112	0.014102379	2.43E-20	0.005572614	0.001386195	0.063481548	0.021655087	0.008995912	0	2.55E-18	0.061451579	0.041178217	0.005241288	0.012225142	0.000415863	0	8.04E-19	0	3.10E-18	0	0.018723138	0.0054241	0	0.029756473	4.29E-18	0	0.001587426	0.128064991	0	0.001512813	6.34E-20	0	0.100905983	0.218325365	0.319231348
GSM3612378	1.63E-18	0.062178641	0	3.53E-18	0	0	2.83E-18	8.15E-18	0	0.016680753	1.67E-19	0	1.44E-18	4.29E-18	0.073922917	0.027881893	0	0.018010407	0.004923655	0.001101311	0.043981743	0	0.040699533	0	0.271897411	0.009955122	0.000915749	0.295204318	0.07629672	0.007838228	0.013392396	0	0.000620539	0.000570358	0	0.002911014	0.001679652	0	0.015293161	0.004465777	0	0	0.057609241	0.018137786	0.002093551	0	0.001017852	0	0	0.000890155	4.40E-18	0	0.007060374	0.013188108	2.58E-18	0.021155966	2.83E-19	0	0.002969866	0.174576776	1.85E-18	0	3.18E-19	0	0.000734208	0.189028898	0.189763105
GSM3612379	3.73E-18	0.122912687	0	0	0	0	9.33E-18	0	1.92E-18	0.0027323	0.000809041	2.37E-20	3.35E-19	0	0.107025327	0.026734099	0.002162395	0.015827993	0	0.010690755	0.07707446	0	0.0235265	3.59E-21	0.296836872	0.022651365	0.000701565	0.32847008	0.228498314	0.006915068	0.029211966	0.028520539	0.027662662	0.027330334	5.53E-19	0.007067749	0	0	0.009667478	0.007661963	0	0	3.51E-17	0.038468556	0.003795573	0	0.000512066	1.10E-20	7.56E-18	0.004577765	8.26E-18	0	0.016592332	0.001589373	1.85E-18	0.06723481	1.13E-17	4.00E-19	1.66E-20	0.124851581	0	0	0	0	0.026140863	0.248412009	0.274552872
GSM3612380	4.64E-19	0.002930403	0	0.029668996	0.028637027	0.015704079	3.42E-18	0.001372593	0	1.55E-21	0.002364767	0	0	3.19E-18	0.011399007	0.035605395	0.039288934	0.043848486	0.012144313	0	0.006491709	6.65E-19	0.006291361	0.000565206	0.045185919	0.044529361	4.41E-20	0.135350405	0.056848669	0	5.77E-20	0.011792614	0.008256175	0.001904985	0.013542978	0.000267719	0	2.53E-18	0.014363058	0	0	0	0.056698533	0	0.008846325	3.43E-18	0.001251537	0	0	1.06E-20	0	0.002321277	0.014425747	0.013602598	1.74E-18	3.22E-18	0	4.59E-20	1.88E-19	0.264546245	0.014256569	0	0.054975684	0.02464482	0.037584788	0.027304015	0.064888803
GSM3612381	0.039730741	0.021977401	3.16E-20	0.064000094	0.020222551	0.01111113	3.39E-19	0.002675169	3.35E-18	0.053542848	0.004189692	0.001799467	0.020566099	0.002648485	0.036769034	0.016751864	0.061736912	0.027961199	0.013709394	0.003319958	0.047622145	0.00266074	0.041192962	0	0.155512876	0.019537014	0.000845686	0.15961201	0.079541965	0.005146985	0.020064141	0.021383216	0.02079917	0.011931962	0.015619	0.001211782	0.000309143	0	0.019884442	0.012325162	5.49E-21	9.11E-19	0.072813689	0.023877906	0	0	0.000646731	1.03E-19	0	0.012093923	2.97E-18	0	0.012528656	0.015945739	2.16E-19	0.000741479	0	0	0.001791872	0.105828347	0.002236522	0.012875134	0.007056333	0.012449655	0.074305096	0.112556211	0.186861307
GSM3612382	5.91E-19	5.38E-19	1.92E-18	0.003761431	0.044815563	0	0	1.51E-18	0.00269493	0.014094206	9.59E-22	1.23E-19	0	0	0	0	0	0.062103164	0	6.27E-20	0.032252889	0.005260081	0.025815025	0	0	1.61E-19	0.000434156	0.058209341	0.001062947	0	0.010853144	0.018854301	0.008631939	0.001434803	0.000434941	3.46E-19	0	1.26E-19	1.26E-18	0	1.05E-17	0	0	0.016642682	0.001078485	0	0.035050494	5.52E-19	1.19E-17	0.003676676	0.04124187	0.011166604	0.018190206	0.020631697	2.90E-20	0.021806069	3.97E-18	0	1.73E-19	0.143526771	0.000121006	0.010509318	0.001387007	0.010850414	0.018873836	0.016126445	0.035000281
GSM3612383	3.90E-19	0.017033476	2.92E-18	1.26E-18	0	0.012109697	2.43E-18	0.004664235	6.31E-18	0.027656481	0.00273755	0.004118489	0.009822277	4.37E-21	0.024052663	0.011540626	9.08E-21	0.077124634	0	0.00038012	0.036299564	0.005419296	0.030460237	5.62E-21	0.064980861	0.004280674	0.000909164	0.205536347	0.06037402	0.00227009	0.01074392	0.023711342	0.018743096	0.0046693	5.00E-20	3.18E-20	2.48E-18	1.39E-18	0.01119884	2.40E-18	6.66E-18	3.99E-18	0	0.019811886	0.004895689	3.23E-18	0.031619635	0	6.91E-19	0	0.017803132	0.00849922	1.65E-19	0.017053673	0	0.053528974	0	0	5.12E-19	0.156672472	0.004271326	0.007028903	0.016675904	0.013619753	0.025528988	0.05915695	0.084685938
GSM3612384	0.001490442	0.027413453	2.06E-18	1.89E-18	0.019604004	2.12E-19	0	0	0	0.03045819	4.69E-21	3.56E-18	5.25E-19	0	5.03E-19	0.016931504	0.01544159	0.037440634	0	0	0.014643195	0	0.100409314	0	0.148496892	2.34E-18	1.23E-18	0.101031967	0	0.005182911	0.004693915	0.00420165	0.013621048	4.73E-05	0.000141375	0.000525503	0.000314684	3.68E-19	0	0.013003533	7.20E-18	2.77E-19	0.337765015	0.01042739	0.009637953	6.56E-18	4.30E-23	4.14E-20	0	0.009916213	2.82E-19	0	0.0935852	0.003222359	1.21E-18	0	4.61E-18	1.56E-20	0	0.005087212	0.004263354	0.003747978	0.026600095	1.15E-18	0.00289535	0.09527677	0.09817212
GSM3612385	0.001876298	0.039177378	0	6.51E-21	0.040891043	0	0	0	0.004653175	0.060913427	5.23E-20	5.85E-18	5.67E-18	9.64E-19	0.006438293	0	0.018786766	0.00961044	1.89E-21	0	0.035169159	0.003238407	0.114004444	0	0.166293758	0	9.09E-05	0.101072493	0.044052466	0.01390453	0.029365389	5.12E-20	0.002678651	6.28E-19	0.002109464	0.001671018	0.001188718	0	0.007330693	0.027579136	0	1.27E-17	0.243264031	0.03790884	0.002485139	0	0	6.49E-19	0	0.045266579	0	0	0.085918727	0.006222549	3.00E-18	0	0	4.73E-19	1.91E-18	0	0	0.022643973	0.005390497	0	0.003565247	0.120320148	0.123885395
GSM3612386	0.044007398	0.002624603	5.45E-19	0.068986418	0	0.002468242	1.37E-18	0.007669431	0	0.064732745	0.002000933	0	0.012577883	1.26E-19	0.004387618	0	0.087008082	0.035822433	1.09E-19	3.63E-05	0.007443414	0	0.084535694	0	0.04920527	0	0	0.074746249	0.008428798	0.008495026	0.001364593	0.042864176	0.057160919	0	0	0.000430545	0.002315878	0	6.34E-19	0.000384505	8.55E-19	7.87E-18	0.162944332	0.006631649	0.003537144	2.08E-18	0	0	0	0.001198035	2.39E-19	0.006167605	1.62E-19	0.019048149	8.54E-19	0	0	0	0	0.091031417	0.009326551	3.08E-21	0.034107561	0.023305653	0.079704229	0.029636644	0.109340873
GSM3612387	0.0812171	0.000626328	0	0.048619715	0.013973448	1.71E-19	0	0	0	0.087667458	3.50E-19	6.23E-19	0.011351568	6.02E-19	0.024857265	0.000504375	0.06489997	0.02740683	4.92E-19	0.005201276	0.008120871	0.000601623	0.085630408	8.39E-21	0.042279735	0	9.56E-19	0.108676091	0.039170657	0.011196577	0.003261627	0.065965904	0.074040461	0.001025437	0.002865986	0	0.001671581	2.08E-18	0.000813461	0.003889967	0.001704366	4.11E-18	0.212146193	0.007165448	0	0	4.44E-22	9.02E-21	0	0.003919657	1.34E-20	0.007727155	0	0.018255741	8.54E-19	2.93E-18	0	1.47E-19	0	0.090817201	0.002017674	0.000467996	0.044596663	0.014385113	0.083305913	0.025513467	0.108819381
GSM3612388	0	0.230078056	0	0.004089772	0.015614319	2.63E-19	0	0	7.73E-18	0.022243049	0.000120944	8.25E-19	4.48E-19	0	0.118454251	7.67E-18	0.023741811	0.017303043	0.009723472	0.015191079	0.105803424	0	0.018851703	0.000248521	0.175717198	0.001378434	0.002277588	0.215426662	0.302238309	0.000567377	0.057454932	6.74E-18	0	0.002569728	0.002150688	0.009353437	0.003088182	4.00E-18	0.000107898	0	0	0	0.323245263	0.074114609	1.31E-18	0	0.000407929	0.00184215	0	0.035037623	0	3.15E-19	0.042755924	0.007732201	0	0	4.41E-18	1.02E-20	0.002743952	0.016929113	0	2.91E-19	1.73E-19	0	0.015515793	0.255799339	0.271315132
GSM3612389	0.084227619	0.052789235	7.16E-21	0.076475121	0.055685618	0.013509085	0.016124229	0.028513477	0.020111029	0.12303084	0.002732237	0.01786321	0.026211595	0.017211654	0.25172483	0.00137629	0.092733068	0.009479054	0.006673167	0.056186317	0.071292936	0.001729917	0.046486326	0	0.27694341	0	0.001823832	0.198172708	0.57238398	0.007736438	0.043353507	0.007847778	0.015160572	0.015116054	0.005906438	0.009008328	0.001239298	0.003344219	0.030948107	0.028837872	0.027952645	0	0.104971019	0.058071063	0.007854552	2.03E-18	0	2.31E-19	0	0.039401099	0	0.025062809	0.10155703	0.017764303	0	0.078398677	1.79E-18	3.53E-20	0	0	0	0.001225317	8.27E-20	0.029819385	0.148316602	0.20051279	0.348829392
GSM3612390	0.12512903	0	0	0.295453893	1.20E-18	0.05148768	0.041286385	0.043755095	0.001117018	0.094687387	0.013120301	0.080154362	0.089472256	0.040479074	0.007928578	0	0.146951367	0.037765232	0.003937866	0.006735189	0.016317773	0.00018497	0.03264442	1.43E-21	0.044442106	0.026499495	0	0.011418131	0.012035361	0.000684054	0.003570995	0.034037445	0.064524449	0.002552007	0.017383781	0.002035736	0.001406685	0.081388239	0.012095477	0.005835991	0	0	0.041302454	0.014733377	4.57E-20	0.024259044	0.000149794	0	0.002935044	0.038690959	5.32E-19	0.036518096	0.009208712	0.016841607	0.001375997	0.027903107	0.051750989	6.82E-20	0.000486578	0	0.041192099	0.022334511	0.1128467	0	0.320426519	0.030379939	0.350806458
GSM3612391	0.116552665	0.006166512	0	0.288359422	0.045596616	0.127973323	0.008133893	0.07224253	6.08E-19	0.098440515	0.013835873	0.103805301	0.151804865	0.014815687	0.031800283	0.00082358	0.12456744	0.081213235	0	0.006015429	0.009733858	8.72E-20	0.019939146	1.28E-20	0.058416587	0.028064995	3.14E-20	0.036258146	0.028709458	6.77E-20	0.001218807	0.040166978	0.052319508	0.007993218	0.028284906	0.002132184	0.001426166	0.073550983	0.022181305	0.006212409	9.04E-20	0	0.006965311	0.003008697	0.002715005	0.020954205	0.000417919	1.66E-18	0	0.01211243	1.72E-18	0.05183009	0	0.028162203	0	0.041706984	0.042930059	9.07E-21	0.000762533	0.068448948	0.059022891	0	0.143927224	0.065468663	0.359249711	0.037158479	0.39640819
GSM3612392	0	0.018218143	3.59E-18	0.008983194	0.10925566	9.36E-20	0	9.00E-18	7.40E-19	1.78E-18	0.000737495	4.32E-18	0	2.99E-18	0.008445227	0.017384299	0.01911181	0.028589104	0.007534748	0	0.017848001	2.13E-18	0.028042862	0.001003935	0.086752332	0.007807659	0.002710699	0.162750514	0.033005859	0.003806335	0.003064147	0	0	0.00145517	0.010842627	0.00398961	0.00139723	1.08E-17	0.016945867	0	0	0	0.115511479	0.005561514	0.020869607	3.30E-20	0.00072438	0	0	0	3.50E-18	0	0.042146707	0.013440252	1.28E-18	0.030821821	0	0	0.002281098	0.12970466	0	0.007170883	0.003869418	0	0.013217215	0.061409238	0.074626453
GSM3612393	0	0.039289889	0.013973538	0.015387444	0.053791084	2.29E-19	0	0	1.95E-18	0	0.000837484	1.71E-18	1.91E-18	2.16E-18	0.07423417	0.03374533	0.025683783	0.021169097	0.007817142	0.002711469	0.041765325	0	0.027137924	2.81E-21	0.216205802	0.017604954	0.001909583	0.21703208	0.092911286	0.004749723	0.009291715	0.009672289	0.012246046	0.006075861	0.018290154	0.004359446	0.000554905	2.50E-18	0.023906749	8.89E-05	3.67E-19	3.26E-18	0.055479038	0.01457033	0.012998933	8.68E-18	0.000968434	0	0	9.47E-19	0	0	0.042963799	0.010730839	1.53E-18	0.070313428	4.59E-18	0	0.003105419	0.142451062	0	0	0.002405699	0.001822179	0.030707571	0.148630508	0.179338079
GSM3612394	3.34E-19	0.000719033	0	0.024310233	0.069688877	0	0	1.68E-19	0	0.003693358	0.006375437	6.92E-22	2.13E-18	1.10E-17	0.032268375	0.031241367	0.026398997	0.03299459	0.011325637	4.23E-20	0.001383701	0	0.031855243	0.001025483	0.100674016	0.004014761	0	0.177764278	0.053053527	0.005996737	0	0	1.04E-18	0	0.019262205	0.003381814	0.000345797	7.95E-18	0.027708737	1.79E-18	0	4.08E-18	0.221339382	0	0.011871164	1.72E-18	0.000676267	1.22E-18	2.36E-18	0	1.03E-17	0	0.021004128	0.015050611	0	0	1.25E-21	8.68E-20	8.55E-19	0.105721875	0.001057203	0.004991835	0.003343686	0.032177258	0.029048292	0.051388375	0.080436667
GSM3612395	0.051233534	0.060136253	0.002340755	0.077055283	0.025519481	0.00838256	4.70E-19	0.009159042	0.002499079	0.06078211	0.004665685	0.001587627	0.014427552	0	0.1082158	0.012815562	0.064576618	0.025264695	0	0.012458	0.052783019	0.00027228	0.068805523	0	0.257353876	0.013175853	0.001100091	0.212071618	0.163102942	0.017080743	0.021023988	0.00764985	0.014608004	0.016211462	0.001887662	0.006568596	0.000481128	0.020583298	0.024407818	0.022332744	0	2.12E-18	0.06066158	0.030221714	0.007563828	4.65E-19	0.000187072	0	1.11E-19	0.012123444	2.03E-19	0	0.036783992	0.008407965	7.56E-19	0.043483191	3.98E-18	1.48E-19	0.003109222	0	0	0.000990887	1.05E-19	0.026932317	0.073379829	0.185136574	0.258516403
GSM3612396	0	0.048908388	5.99E-18	0.057921535	0.064735163	0.000129958	0	1.10E-19	0	0	0.003976423	0.007793852	0.000492725	0	0.083408655	0.008786691	0.051894734	0.04423272	8.07E-20	0.000958587	0.026375841	0	0.074453878	0.000507947	0.104703619	0.022015153	6.24E-19	0.214094149	0.083785614	0.02078781	0.007500347	0	0	0.001979379	0.00180125	0.011659237	0	0.015352961	0.003766576	0	2.38E-18	7.13E-19	0	0.010798325	0.018907	0.00196975	0.001868171	3.42E-19	0	6.47E-20	0	0	0	0.013118614	0	0.054036661	0	4.08E-19	2.46E-19	0.14833693	0	0	0.012472745	8.40E-19	0.045650149	0.089993924	0.135644073
GSM3612397	0	0.052729223	1.24E-18	0	0	1.12E-19	1.07E-18	2.70E-18	0	0	0.000266654	0	0	0	0.089941279	0	0.006582824	0.010453684	0.002563519	0.003513185	0.060018283	0.001433322	0.070899458	0	0.23444565	0.046706902	7.03E-19	0.306779484	0.153143835	0.020923777	0.020683417	0	0.009434212	0.000931739	0	0.009039706	0.003983388	2.05E-17	0.028741012	0.01122591	3.32E-18	0	0.056012068	0.027843874	0.00449496	0	0.001078389	0	6.25E-19	0.006838533	0	9.86E-18	1.57E-18	0.007234244	1.35E-18	0.04415091	5.20E-18	0.000853745	0.002823725	0.05887153	0	1.64E-18	0	0	0.003297671	0.173596578	0.176894249
GSM3612398	0.025811492	0.067605536	4.72E-18	0.038905033	0.015951747	0.002481119	0.010535271	0.008202459	3.81E-21	0.076357334	0.001788943	0.016559427	0.032297635	0.000534892	0.034176741	1.10E-18	0.05875807	0.038862471	0	0.005835113	0.030527903	3.32E-05	0.070487967	5.74E-21	0.114397049	0	0	0.100406187	0.114393122	0.016277079	0.012383577	0.005238467	0.018831838	0.003904782	0	0.008327443	0.003628213	0.006272455	0.002113973	0.000246248	0.0008238	1.28E-19	0.076913941	0.017995142	0.000134828	1.34E-18	7.93E-05	7.41E-21	5.09E-18	0.039824176	0	0.001273485	1.11E-17	0.007720124	0	0.011939244	0	7.99E-19	0	0.04434799	0.006017308	0.004379842	0.003027095	1.31E-18	0.05039832	0.106265244	0.156663565
GSM3612399	0.01701109	0.088526571	0	0.048562287	0.029927151	0.002754347	0.006943968	0.004345828	3.23E-19	0.104828769	0.002206033	0.002872237	0.031571435	0	0.064497975	1.30E-18	0.078929777	0.030379025	0.00053101	0.013970393	0.052921768	0.003296677	0.065270885	9.04E-21	0.139253015	0.002650221	0	0.153375589	0.211068859	0.014129708	0.024673037	0.042436444	0.051172711	0.035885787	0.00150464	0.002461851	0.002686368	0	0.023951304	0.005322864	0.011470333	0	0.201000793	0.034388905	0	1.43E-19	2.39E-21	1.25E-19	0	0.034280986	2.44E-18	0.013537752	4.79E-19	0.004077311	2.04E-18	1.91E-18	3.04E-18	0	1.21E-19	0	0.002834743	0.001029422	0.011005749	2.66E-19	0.085639226	0.140350677	0.225989903
GSM3612400	2.65E-18	0.001497681	0	0	0.028611333	0	0	8.68E-19	0.00674477	0.061263432	0.008198808	0.000718333	1.30E-19	0	1.27E-20	0.023820562	0.003574233	0.049486442	0.0134363	0	0.006428894	0	0.028888297	3.17E-21	0.114334166	0.017606091	0.000608121	0.145226303	0.052520989	0.001017338	0.001221807	3.88E-19	0	0.000924791	0.011963985	9.26E-05	0.002228359	3.09E-18	0.005906363	3.67E-19	7.02E-18	0	0.187248153	8.06E-19	0.011551605	0	0.001028019	0	2.49E-18	5.99E-20	7.00E-21	1.39E-18	0.036954045	0.01736908	0	1.08E-18	1.59E-18	6.90E-20	1.63E-18	0.148578666	8.03E-19	0.000416736	1.38E-19	0.007948364	0.008454879	0.061130371	0.06958525
GSM3612401	0.028178527	0.044860745	9.30E-23	0.00947067	0.028112672	0.003007358	1.59E-18	1.38E-19	2.37E-19	0.052013622	0.006177186	0.000900897	0.006413273	0	0.096259644	0.020310813	0.016581554	0.039936629	0.000829356	0.001735389	0.035759255	0	0.044769104	0.00014259	0.170963921	0.038884634	1.18E-20	0.226049122	0.096468664	0.011339502	0.01036506	0.014280455	0.012536245	0.006253229	0.008627733	0.007600413	0.000700306	2.90E-18	0.017025318	0.013468546	0.005180299	2.82E-18	0.038716092	0.007903745	0.00526626	0	0.001350255	0.004179456	0	0.00816672	0	0.010572437	1.43E-18	0.006265366	6.24E-20	0.053477775	5.01E-18	6.23E-20	0.002201566	0.14679768	7.00E-20	0	0.012126443	0.000693583	0.029583266	0.125791961	0.155375227
GSM3612402	0.044312421	0.000421947	0.006557913	0.226402427	0.129132469	0.030334953	0.014255593	0.020009515	1.40E-18	0.011444831	0.002159087	0.038051933	0.045903945	0	0.001002048	0.001766291	0.08962523	0.037553643	0	0.000867059	0	2.17E-18	0	6.67E-19	1.47E-19	0	8.93E-20	0.008543956	0.037132774	6.61E-19	1.62E-19	0.001116662	0.014827157	0	0	0.003557817	0.001186161	0.070383004	0.002298453	0.012802196	4.56E-19	2.08E-18	0	1.27E-19	0.011366879	0.009091845	0.034548295	0	2.17E-18	0.021809648	0	0.043600845	0	0.024848807	0	0.069148521	0.075659912	0	0.001129562	0.037234776	0.047398793	0.045430891	0.085655532	0.000784047	0.190965064	0.000210974	0.191176038
GSM3612403	0.096404889	0.026351349	1.99E-18	0.283678563	0.112473924	0.099937338	0.029110949	0.060403361	0	0.077355573	0.00811263	0.099867093	0.146970784	0.01766532	0.083652553	0	0.13246965	0.018332182	0	0.01037036	0.013875233	0	0.005196928	0	0.117989485	3.89E-18	0	0.130208714	0.151293219	0	0.000630356	0.032383924	0.048368345	0.003693422	0.001077677	0	1.27E-19	0.083861334	0.015182177	0.011802854	0	0	0	0.01173155	2.54E-19	0.011121738	0.002043557	0	3.55E-18	0.005947429	0	0.060699362	5.33E-19	0.022200818	0	0.083008894	0.030507603	9.88E-20	2.10E-20	0.02556883	0.04699456	0.060955263	0.031207253	0.091733575	0.325187318	0.079108033	0.404295351
GSM3612404	0.061744427	0.069406798	0	0.128088872	1.30E-17	0	0	5.05E-18	8.89E-19	0.072686039	0	1.22E-18	4.10E-18	2.09E-18	0.064642442	0.007195439	0.020831454	2.35E-19	0.000701841	0.005574246	0.038533726	1.40E-19	0.050502745	0.001037439	0.148196989	0.003636419	0	0.169476314	0.150781016	0.004102407	0.010428218	0.001177188	0.008231399	0.002214814	2.50E-19	0.021663563	0.003005431	0.044169115	0.029104464	0	2.82E-18	0	0.001092201	0.022824014	0.026136009	0.016841117	0.000427479	3.59E-19	0	0.061116901	4.23E-19	0.015744685	0.084421326	0.015136764	0.002548411	0.061838852	0.00704292	0	0.000701364	0.01606726	0.004571567	0.002512976	0.036640449	0	0.089893538	0.128068757	0.217962294
GSM3612405	0.041513072	0.11528044	1.94E-19	0.018187596	1.25E-18	0	0	0	1.34E-18	0.040298164	8.14E-20	2.31E-19	2.06E-19	7.12E-19	0.066655987	0.025098721	0.006788211	0.003342008	0	0.015798638	0.07236291	0.005480678	0.115111246	7.43E-20	0.1591991	0	0.001342085	0.247283421	0.194506017	0.019093017	0.033453133	0.006249089	0.027514496	0.002593988	0	0.002614016	0.002409524	0	0.04781553	0.011722315	0	0	0.140686786	0.054678232	0.008332951	0.001792429	7.02E-05	2.05E-19	2.78E-19	0.031648931	3.28E-18	0.014983311	0.062709199	0.011866721	0	0.008275586	0	0.000221255	0.000440278	0	0	0.037735722	0.006790457	1.20E-18	0.030477334	0.173421225	0.203898559
GSM3612406	0	0.00406981	0	0	0.000276178	5.29E-20	2.20E-18	2.87E-18	0	0.002476957	0.000785105	1.07E-18	7.06E-18	2.07E-18	0.003108427	0.055591222	1.78E-19	0.020723435	0.000345079	0	0.003054749	0.000815883	0.066981178	2.06E-22	0.120960897	0.020127967	2.94E-19	0.13547171	0.034726843	0.004753028	0	0	0.001336645	0	0.000933445	0.000316994	0	5.56E-18	0.00125237	0	0	0	0.212395131	0	0.00590005	0	0.002139254	0	0	0.010615418	4.49E-18	0	0.029571989	0.002096795	0	0	4.76E-18	0	0	0.117237096	7.53E-19	0.002749955	0.005288977	1.30E-19	0.001166218	0.064042728	0.065208946
GSM3612407	2.85E-18	0.124724064	6.46E-18	4.05E-19	7.79E-19	0	1.49E-18	0	0	0.013209167	0.002055563	1.93E-19	1.45E-18	5.28E-20	0.057750658	0.029253191	7.69E-20	0.042991673	0	0.00563245	0.025457547	9.16E-20	0.066788903	8.99E-21	0.165170188	0.021349547	0.001099068	0.191350769	0.122378986	0.008540629	0.007505432	1.35E-18	0.002926527	0	3.12E-20	0.000978451	0.000621317	0	0.02661042	1.68E-20	0	1.53E-18	0.16754938	0.009970533	0.009135008	0	0.001477295	2.26E-19	0	0	0	0.002219275	0.010961977	0.006911246	7.57E-19	0.018441511	0	0	0.001287773	0.132060661	0	0.010436396	0.0111557	0.001341292	0.003754967	0.1576759	0.161430866
GSM3612408	0.006185632	0.023499492	3.07E-18	0.061068152	0.004962261	2.14E-20	0	1.60E-18	0	0.037498039	0.003151316	0.002897322	0.006895074	5.78E-19	0.084444516	0.00182543	0.020605963	0.052893519	0	0.001013783	0.049776556	0.000615071	0.053947382	0	0.143399181	0.025378233	0.001534277	0.217039826	0.071884626	0.006387805	0.01599277	0.008654166	0.012056611	0.003400991	0.006452822	0.004665111	0.002388906	0.025068802	0.01661329	4.73E-19	0	0	0.081686852	0.020816962	0.002915151	0.000976705	0.000270866	0	5.57E-18	0	8.28E-19	0.003695573	0.00548898	0.021757196	0	0.087908427	3.09E-18	2.12E-19	0.000421076	0.134860154	0	0	0.006595499	5.65E-19	0.053800878	0.108337614	0.162138492
GSM3612409	0.029776687	0.017303323	0	0.023329934	0.052365417	0.010564754	0	0.007342658	1.36E-18	0.044593934	0.003600283	0.004214196	0.010021663	2.27E-18	0.129175948	0.008158976	0.029862917	0.042536644	0	0.021497279	0.033204124	4.40E-19	0.044691397	4.15E-21	0.152893278	0.032135899	6.65E-19	0.210344569	0.340038376	0.006522819	0.007820586	0.018003364	0.017395038	0.009101608	0.004429432	0.006371692	1.45E-21	1.93E-18	0.008833431	0.003704431	1.97E-20	0	0	0.011115668	0.008138171	0	0.000636196	4.30E-20	6.50E-18	0	0	0.018830153	0	0.015492324	9.98E-19	0.049326197	0	0	2.95E-19	0.15309057	0	0	0.001750634	0.017388186	0.052544575	0.101700363	0.154244938
